Genes,Comparison1_lgc,Comparison1_FDR,Comparison2_lgc,Comparison2_FDR,Comparison3_lgc,Comparison3_FDR
ENSMUSG00000028051,-3.610170565,6.39E-49,1.367003324,0.076333187,-1.086893987,0.061023936
ENSMUSG00000071322,-3.608355948,0.000928,-0.988761008,0.025761877,-1.44698334,0.045909304
ENSMUSG00000028737,-3.608309702,7.35E-76,-0.59375296,0.008210587,-0.285144334,0.037746326
ENSMUSG00000040340,-3.597249661,0.00126,1.679518117,0.024799138,-1.433186574,0.01432047
ENSMUSG00000100344,-3.596335326,0.0000625,1.701480309,0.060452698,-0.708817014,0.091474308
ENSMUSG00000026259,-3.594845303,0.00482,1.831798867,0.021691094,-1.974556178,0.055229731
ENSMUSG00000054003,-3.592544165,0.00675,-1.116447117,0.001463968,-0.303396411,0.028154826
ENSMUSG00000024521,-3.592261745,1.66E-143,-1.977516234,0.03376695,0.441656663,0.097419057
ENSMUSG00000039787,-3.590303094,8.07E-53,0.903487268,0.074425145,0.90866127,0.016075416
ENSMUSG00000038146,-3.569531713,2.39E-20,-1.046098108,0.070449043,0.883440844,0.059413532
ENSMUSG00000020704,-3.567611054,0.033,0.67843228,0.021821328,1.12839177,0.052393426
ENSMUSG00000068037,-3.56459507,0.012,1.053533319,0.023143403,-0.463070422,0.088955094
ENSMUSG00000043789,-3.557946487,0.000408,1.501891173,0.000271665,-1.001462431,0.004617369
ENSMUSG00000021185,-3.55384378,7.87E-105,0.056179646,0.0210986,-0.176789337,0.013983073
ENSMUSG00000038670,-3.551861147,1.48E-25,0.850236343,0.033019587,-1.739570681,0.095638154
ENSMUSG00000046818,-3.542297022,1.26E-45,0.401153144,0.004723761,1.855029729,0.053580327
ENSMUSG00000025255,-3.536002051,0.0497,1.622601085,0.066165467,1.148334974,0.060254565
ENSMUSG00000029763,-3.534872162,6.00E-104,-0.857197716,0.088967499,1.946996746,0.060942416
ENSMUSG00000049303,-3.530697202,5.50E-47,1.686056912,0.017281663,-1.479401063,0.03861345
ENSMUSG00000042156,-3.528555691,2.38E-36,0.446240459,0.011682069,-1.996177465,0.06141031
ENSMUSG00000086965,-3.507748073,1.37E-39,-0.258017033,0.031808399,0.668033304,0.071158526
ENSMUSG00000032135,-3.501365284,5.14E-21,0.446577436,0.061651235,1.354135449,0.04562905
ENSMUSG00000032744,-3.489045723,1.27E-12,1.401064449,0.05272625,0.501049895,0.092117136
ENSMUSG00000072082,-3.478626504,1.21E-48,-1.307596873,0.050431871,-1.833122254,0.013485469
ENSMUSG00000083107,-3.462697627,0.00154,-0.329231726,0.091346948,-0.777109696,0.094558065
ENSMUSG00000079005,-3.453920009,0.0693,0.033612029,0.025283644,-0.059761925,0.097911981
ENSMUSG00000047511,-3.452024665,0.000478,-1.828862477,0.008264332,0.986234936,0.020720153
ENSMUSG00000036026,-3.451221047,7.54E-44,1.9443212,0.012693447,-0.780366196,0.0625334
ENSMUSG00000032118,-3.447867913,0.00284,-1.153122506,0.039218984,-1.7470217,0.073981166
ENSMUSG00000034620,-3.446234118,2.09E-84,1.120194013,0.094839553,1.946579238,0.05523262
ENSMUSG00000020593,-3.439116572,8.37E-76,1.316534273,0.014177549,-1.122639669,0.068999202
ENSMUSG00000083728,-3.437318319,5.23E-57,0.404444434,0.076928559,0.571604384,0.014540576
ENSMUSG00000027996,-3.42003926,0.00256,0.433213554,0.020330166,-1.701456225,0.007944319
ENSMUSG00000081191,-3.417133488,0.00411,0.473500884,0.072629075,-0.88559924,0.080983864
ENSMUSG00000021130,-3.413062402,0.000209,1.49951106,0.056021825,0.571808377,0.084175549
ENSMUSG00000039057,-3.412453285,0.0456,-1.421040055,0.016187628,1.634056229,0.090157387
ENSMUSG00000003873,-3.408991671,5.39E-66,-0.875517466,0.065656934,1.983619755,0.017038657
ENSMUSG00000036218,-3.40580145,0.0198,0.779104558,0.068978495,-0.506784575,0.069839658
ENSMUSG00000040935,-3.405192557,0.000261,1.442705163,0.070187821,-0.278115236,0.054435144
ENSMUSG00000044330,-3.402586347,0.0254,0.675715706,0.046984225,-0.068036623,0.061367328
ENSMUSG00000041936,-3.400794505,3.11E-51,1.115031655,0.019279951,1.344116517,0.073706138
ENSMUSG00000031026,-3.400749609,2.92E-09,-0.024591802,0.039263889,0.976954852,0.032362173
ENSMUSG00000098692,-3.397899015,4.88E-54,1.175301737,0.04292617,-0.077703285,0.036156676
ENSMUSG00000032327,-3.39186029,0.000526,-0.640274793,0.040503561,0.398422187,0.088207297
ENSMUSG00000105645,-3.391724868,0.0245,0.674165018,0.019716745,-1.488796131,0.067936053
ENSMUSG00000006241,-3.383779706,0.000000313,0.636484951,0.038117164,0.086770487,0.054245145
ENSMUSG00000035279,-3.362316696,0.000000214,-1.736835897,0.059465712,1.918645304,0.070077261
ENSMUSG00000044350,-3.361748088,3.10E-91,-0.550774215,0.083334651,-1.128216562,0.038410492
ENSMUSG00000041889,-3.3585673,0.000013,1.248279132,0.0156501,0.659457427,0.033422616
ENSMUSG00000039395,-3.351150996,2.53E-54,-0.945006882,0.081355807,1.312779061,0.01415111
ENSMUSG00000037437,-3.341285775,0.000000161,1.435087682,0.04507151,0.908241939,0.091406104
ENSMUSG00000054662,-3.332836612,0.0000125,-0.189583785,0.088035154,-1.327699518,0.078411354
ENSMUSG00000030834,-3.327829505,0.00642,0.155617277,0.033122133,1.608816704,0.079253104
ENSMUSG00000016526,-3.325992789,1.71E-47,1.423678172,0.037300424,-1.631931804,0.092601432
ENSMUSG00000033722,-3.324457475,2.62E-33,-0.891118866,0.024139115,0.474987291,0.050816335
ENSMUSG00000070980,-3.319021789,0.0259,-0.872615586,0.035101202,-1.891210797,0.081617571
ENSMUSG00000026313,-3.317760909,2.08E-87,0.435402985,0.043131247,-0.78355571,0.040336511
ENSMUSG00000073906,-3.317087645,0.00023,-1.051754506,0.095678133,-1.765183561,0.045971907
ENSMUSG00000021222,-3.316142755,2.29E-74,-1.869699245,0.082317829,-1.274353989,0.014535054
ENSMUSG00000104765,-3.306858315,1.18E-11,0.332464452,0.050183121,-0.878367334,0.087159462
ENSMUSG00000027663,-3.299363528,1.71E-111,1.994824287,0.047678102,-0.094002097,0.093874945
ENSMUSG00000102692,-3.298610847,0.0183,1.216453892,0.072937301,0.003518349,0.070723157
ENSMUSG00000024912,-3.296910088,9.21E-44,1.768372132,0.021767429,-1.294695788,0.078817103
ENSMUSG00000004842,-3.281679193,0.000176,0.370114388,0.022678461,-0.071379551,0.057556749
ENSMUSG00000040136,-3.27633945,0.00133,-1.245218415,0.030663367,-0.184904202,0.027291208
ENSMUSG00000005233,-3.272088097,2.32E-35,1.715052113,0.021837121,-0.891862362,0.036938261
ENSMUSG00000038560,-3.269056509,7.71E-15,1.817111041,0.078109565,-1.783514373,0.036145981
ENSMUSG00000020396,-3.268335295,7.57E-58,-0.998692518,0.079483317,1.312171902,0.014352458
ENSMUSG00000004791,-3.267082334,0.000035,1.31696156,0.040204024,0.050666763,0.02311676
ENSMUSG00000034145,-3.266824221,0.00587,1.02895929,0.014623847,-1.338529998,0.0989618
ENSMUSG00000001986,-3.259415557,3.44E-43,-0.164743953,0.005256169,-0.232067635,0.059846339
ENSMUSG00000021983,-3.256179129,7.60E-15,-1.351110231,0.031350592,0.054032732,0.086182653
ENSMUSG00000031779,-3.254900577,4.64E-16,0.083777435,0.088267678,-0.418476148,0.073115375
ENSMUSG00000028364,-3.254802405,0.00011,-0.474200405,0.095236123,-0.051148588,0.078491899
ENSMUSG00000070847,-3.25439994,0.0139,-1.305476881,0.024348889,0.571913219,0.005740256
ENSMUSG00000033644,-3.254340513,4.16E-33,1.140932127,0.047710266,0.366609505,0.075796219
ENSMUSG00000029055,-3.252981584,3.50E-15,0.97921498,0.045788952,1.534400117,0.076401903
ENSMUSG00000020898,-3.244360407,1.38E-78,0.370833305,0.0054128,0.485878385,0.000223058
ENSMUSG00000095954,-3.242216233,0.0572,-1.846147502,0.020102247,1.31984953,0.014292592
ENSMUSG00000076441,-3.239733302,5.55E-68,0.238644709,0.087628697,1.664051454,0.024616366
ENSMUSG00000055707,-3.236450052,8.07E-61,0.795374065,0.079605688,1.368683284,0.042449164
ENSMUSG00000021614,-3.231173353,5.07E-25,0.947010758,0.078878913,0.008868129,0.012706641
ENSMUSG00000030407,-3.223883855,3.40E-84,-0.829149464,0.080450554,-0.907280645,0.040539846
ENSMUSG00000047295,-3.22343686,0.000132,-1.108966176,0.007650565,-0.981144979,0.005367419
ENSMUSG00000026432,-3.222996358,0.000033,-1.026271251,0.047765784,-1.209499804,0.039987648
ENSMUSG00000105124,-3.218902552,0.0000158,-1.408157791,0.032882478,0.68137391,0.080737252
ENSMUSG00000087350,-3.218773264,0.00159,-0.502244883,0.019561625,-0.114946683,0.02689499
ENSMUSG00000048915,-3.213187962,9.29E-09,0.196807979,0.095208615,1.361424758,0.034616697
ENSMUSG00000079359,-3.21300919,0.000478,-1.177679987,0.064365494,-1.229480913,0.062484347
ENSMUSG00000028362,-3.204839959,1.53E-39,1.698587778,0.01219276,0.734048391,0.078849344
ENSMUSG00000031785,-3.204505474,5.41E-21,1.203658683,0.025388234,1.397402343,0.058523524
ENSMUSG00000040734,-3.200512362,4.15E-12,0.88234171,0.079042059,-0.249428637,0.069930346
ENSMUSG00000081788,-3.200494648,0.00000338,-0.430352562,0.011098712,1.576603201,0.000210965
ENSMUSG00000085601,-3.193283825,0.00238,1.84989336,0.094641149,-0.739210255,0.063634135
ENSMUSG00000083856,-3.192751373,0.000000671,-0.074662201,0.064898997,-1.506289381,0.093050039
ENSMUSG00000059422,-3.186573236,9.58E-12,1.250892587,0.073851438,1.27889261,0.055900216
ENSMUSG00000079103,-3.184058068,0.0216,-1.356372932,0.077649076,1.928717595,0.069036573
ENSMUSG00000038042,-3.157194581,5.67E-54,0.480292868,0.064765387,0.849026155,0.042030155
ENSMUSG00000082432,-3.154748873,0.000217,-0.570036293,0.079486144,1.605052406,0.070459825
ENSMUSG00000034394,-3.151135087,8.72E-31,1.998764804,0.012542968,-1.715173381,0.084066219
ENSMUSG00000081196,-3.150395263,0.0000303,-1.818957746,0.096100318,0.852200375,0.007894185
ENSMUSG00000082382,-3.132650803,0.0556,-0.125559456,0.002347051,-0.656170843,0.012557987
ENSMUSG00000038351,-3.127035948,1.23E-57,-0.10847085,0.055606307,-0.004874761,0.014205663
ENSMUSG00000002847,-3.11768874,0.00000281,0.960367895,0.03957022,0.980549216,0.040194111
ENSMUSG00000024901,-3.11576449,7.14E-16,0.340536614,0.086646461,1.601247683,0.017011082
ENSMUSG00000035576,-3.115581681,0.000000612,-0.061195696,0.008443044,-0.249128428,0.021931157
ENSMUSG00000035179,-3.1095137,1.52E-16,-1.103197655,0.044179077,-0.155144119,0.055415973
ENSMUSG00000058740,-3.106967243,0.00111,-0.706529667,0.019660463,-1.124501739,0.064673194
ENSMUSG00000034057,-3.105066029,0.00014,0.248440666,0.014446491,-0.216070987,0.050671302
ENSMUSG00000078532,-3.102217967,0.00214,-0.824380954,0.09360263,-0.967264393,0.060354925
ENSMUSG00000067147,-3.094986292,0.00921,1.402081215,0.081383211,1.781741905,0.036523738
ENSMUSG00000109163,-3.08420156,0.0115,0.469777172,0.03765501,-0.043567566,0.014309175
ENSMUSG00000020481,-3.083986129,0.0465,-0.178590283,0.047635836,0.830329761,0.003502245
ENSMUSG00000052920,-3.082677748,0.000000148,-1.714360324,0.04568407,0.022238474,0.017148669
ENSMUSG00000021048,-3.08179907,9.33E-59,-1.009675794,0.031516223,0.954226911,0.071565332
ENSMUSG00000079299,-3.080847748,8.22E-11,-0.123154327,0.012392418,0.277343142,0.059063256
ENSMUSG00000056987,-3.078973007,0.00000228,1.632863171,0.011522096,1.383041134,0.017317568
ENSMUSG00000034275,-3.075123678,0.000169,-1.704854436,0.055740059,1.711906247,0.062748791
ENSMUSG00000070471,-3.06895917,4.67E-09,0.489940051,0.025601625,-0.672599441,0.070788801
ENSMUSG00000025912,-3.066919898,2.18E-18,-1.700670636,0.046924514,1.315886922,0.005640841
ENSMUSG00000019979,-3.066445357,2.81E-67,-0.705096348,0.017394314,1.399062172,0.009929423
ENSMUSG00000014599,-3.058898796,4.66E-55,-0.098574405,0.085809329,-1.476313894,0.092016303
ENSMUSG00000031825,-3.052836015,0.0000116,1.357457356,0.026908356,0.916758806,0.081306198
ENSMUSG00000079553,-3.052519445,5.09E-44,-1.610378137,0.01753039,1.280338876,0.056157671
ENSMUSG00000032332,-3.052139285,0.000455,0.502545545,0.098145571,0.144428852,0.09208638
ENSMUSG00000070498,-3.048120804,1.46E-11,0.483219099,0.086676031,-1.914734889,0.009152516
ENSMUSG00000042499,-3.045484519,0.0068,-1.662899375,0.038379463,-0.418844525,0.020279349
ENSMUSG00000020184,-3.045232442,2.91E-124,-0.482625588,0.04018958,-0.201657482,0.034005509
ENSMUSG00000045761,-3.038022003,0.00246,-1.960220838,0.038806138,1.866647839,0.080763266
ENSMUSG00000027350,-3.037505064,0.0258,0.861578636,0.076022686,0.632267693,0.019438999
ENSMUSG00000063820,-3.037350368,4.25E-12,-0.930391359,0.03232519,1.920719491,0.022001117
ENSMUSG00000029463,-3.033643008,1.86E-32,-1.661504949,0.006343724,1.842772107,0.00530924
ENSMUSG00000010505,-3.029339941,0.00000702,1.219635834,0.015410387,-1.241634678,0.067811754
ENSMUSG00000046634,-3.027415626,0.00000953,-0.331499606,0.066078033,-1.322920517,0.055822236
ENSMUSG00000042256,-3.023732327,0.013,1.48962543,0.033315272,-0.597897537,0.074721292
ENSMUSG00000053846,-3.023341219,5.06E-10,-1.996370817,0.081790353,1.544654088,0.012175508
ENSMUSG00000022094,-3.020308752,5.52E-78,-0.074837946,0.050311566,-1.588643791,0.006424541
ENSMUSG00000052684,-3.016469435,3.68E-32,-0.10717325,0.030425573,0.502411338,0.000906733
ENSMUSG00000036902,-3.015642001,5.13E-27,-1.201871509,0.044536354,-1.564058223,0.054292189
ENSMUSG00000034126,-3.011356104,2.30E-38,-1.419191167,0.060684841,1.167719413,0.026678583
ENSMUSG00000028845,-3.008082792,0.00000075,0.891297525,0.096166872,-0.128100152,0.052093231
ENSMUSG00000006589,-3.004192835,1.04E-32,-1.805989021,0.096202288,1.91184455,0.0168112
ENSMUSG00000093505,-2.992498415,0.0423,1.34353717,0.055850373,-1.91875426,0.03143289
ENSMUSG00000036781,-2.99219123,2.39E-46,0.005616708,0.030260365,1.402485236,0.097932472
ENSMUSG00000072812,-2.990979953,2.85E-20,-0.707453911,0.04291601,-0.129447776,0.084525851
ENSMUSG00000044737,-2.988703768,0.00000923,-0.969441949,0.035508216,-1.033246222,0.060572834
ENSMUSG00000043925,-2.988547626,0.0000919,-0.590109416,0.087613188,0.192814319,0.075260059
ENSMUSG00000066108,-2.986896813,7.82E-08,-1.417398305,0.098375625,-0.290037047,0.037713607
ENSMUSG00000049176,-2.984616369,0.0426,-0.808457395,0.000217225,1.285909726,0.077438292
ENSMUSG00000096141,-2.982619443,0.000000106,-0.96335563,0.092311339,-0.983184253,0.059535392
ENSMUSG00000049649,-2.980500609,0.0159,-0.751239222,0.088190738,-1.438028196,0.078182949
ENSMUSG00000099927,-2.974157686,0.00000867,-1.601747243,0.046446472,0.672670909,0.054727792
ENSMUSG00000026825,-2.973557998,8.21E-22,0.430642646,0.044572938,-0.504597604,0.081139465
ENSMUSG00000026167,-2.968724613,5.66E-17,-1.055680133,0.072915358,-1.98539909,0.036385155
ENSMUSG00000021091,-2.968280102,0.0253,0.567341422,0.081715682,-0.119640242,0.092541828
ENSMUSG00000022619,-2.968027487,0.00799,-0.292814721,0.034341659,-1.789129674,0.087853836
ENSMUSG00000035191,-2.966011141,0.0118,0.667219088,0.088694699,0.447464652,0.036912281
ENSMUSG00000021850,-2.959451562,0.000832,-1.746438993,0.052034314,1.717601256,0.059463262
ENSMUSG00000019817,-2.955750012,0.00175,-0.9924475,0.014342791,-0.15003987,0.054527098
ENSMUSG00000061525,-2.95470408,0.062,-1.434626552,0.020479058,0.888150983,0.083705076
ENSMUSG00000015484,-2.952377896,0.0519,-0.025910697,0.07757034,-1.93451397,0.02210002
ENSMUSG00000054999,-2.950876277,2.29E-19,1.567642049,0.022572453,-0.981378176,0.002523139
ENSMUSG00000051985,-2.950404765,0.00453,0.825119582,0.078930561,-0.075475832,0.085683769
ENSMUSG00000004356,-2.949495579,3.69E-80,0.179058863,0.076802119,1.217616947,0.031966046
ENSMUSG00000013419,-2.945180745,1.54E-16,-1.478258361,0.048332554,1.231931132,0.032459134
ENSMUSG00000046761,-2.943282757,4.29E-19,0.864319231,0.052627695,-1.923646707,0.033790785
ENSMUSG00000047945,-2.93901475,2.95E-50,1.041614384,0.034135536,-1.170862931,0.011885967
ENSMUSG00000057751,-2.937974788,0.000094,1.168471198,0.009511263,-1.523296191,0.053965958
ENSMUSG00000102817,-2.935801427,0.0000616,1.100962836,0.062494789,-1.580957696,0.005000228
ENSMUSG00000107539,-2.928064892,0.0049,1.86682043,0.058730592,0.043797213,0.001273216
ENSMUSG00000031258,-2.92472949,0.00188,-0.060449015,0.039366264,0.102538923,0.032158895
ENSMUSG00000034762,-2.923701083,1.35E-08,0.909732488,0.092677224,1.630954536,0.062019537
ENSMUSG00000006800,-2.923587284,2.43E-28,0.584479871,0.050955247,-1.551140909,0.006487871
ENSMUSG00000057163,-2.923185777,0.0476,0.742438636,0.06787146,0.968069105,0.097192499
ENSMUSG00000045126,-2.920370903,0.0178,-1.931671798,0.096998331,-1.100674331,0.04634851
ENSMUSG00000028909,-2.916059684,0.00728,1.987030754,0.060670313,0.747197443,0.02620016
ENSMUSG00000031449,-2.914999088,0.012,1.321592016,0.040893573,0.777398612,0.078551089
ENSMUSG00000078365,-2.90715319,0.00576,0.081053431,0.04786742,1.916970814,0.043875311
ENSMUSG00000096237,-2.905388055,0.00796,-1.493995545,0.009237248,-1.424259229,0.062567903
ENSMUSG00000073130,-2.900519137,0.00166,0.485425505,0.055397698,1.68570619,0.075808653
ENSMUSG00000105021,-2.899801767,0.0000433,0.711997448,0.020832825,0.123072991,0.037692891
ENSMUSG00000101439,-2.894733481,0.0000674,0.895009687,0.090938822,-1.182853465,0.003903813
ENSMUSG00000015957,-2.894628449,0.0133,1.47882931,0.075763996,-1.655628788,0.00766993
ENSMUSG00000035735,-2.887591113,2.27E-10,-0.58120582,0.061085893,0.249047182,0.092492917
ENSMUSG00000022586,-2.883419191,0.000000473,-0.482860272,0.038541577,-1.659380925,0.054011464
ENSMUSG00000048703,-2.875741515,0.0944,-1.555851748,0.033437127,0.636220052,0.050606939
ENSMUSG00000052759,-2.869595145,0.000509,-0.775908559,0.026603435,-1.832678071,0.05144064
ENSMUSG00000030084,-2.869340881,4.51E-43,1.541638762,0.091029899,1.041299215,0.088226978
ENSMUSG00000044006,-2.864664029,0.0000958,-0.406127659,0.032179274,1.610309366,0.062029681
ENSMUSG00000024039,-2.857203367,2.90E-11,1.795785377,0.000928779,0.656217683,0.024097687
ENSMUSG00000038763,-2.856445749,3.58E-10,0.287638626,0.068963784,0.337098178,0.023006908
ENSMUSG00000083642,-2.854829704,0.00756,1.045577494,0.081961846,0.827760566,0.013132979
ENSMUSG00000029074,-2.848128511,0.0000152,-0.842405601,0.050534033,1.188803213,0.082848725
ENSMUSG00000020781,-2.844765333,1.37E-41,0.878101994,0.006514175,-1.439093741,0.056906653
ENSMUSG00000046186,-2.841137108,0.000665,-1.745991304,0.018009932,0.430244988,0.06064824
ENSMUSG00000033409,-2.829530455,0.0135,-1.16150236,0.094824811,1.143765797,0.016171031
ENSMUSG00000091095,-2.829286243,0.00175,1.796392716,0.041545173,1.69564062,0.099437462
ENSMUSG00000039911,-2.827458552,4.02E-14,-1.471754735,0.088135923,-0.937149761,0.081415273
ENSMUSG00000037705,-2.8219813,0.00512,-1.339401191,0.069652171,-0.92450438,0.091318844
ENSMUSG00000058230,-2.820034032,2.18E-78,1.907846876,0.036054689,-0.189758765,0.045390123
ENSMUSG00000027560,-2.819743291,0.000193,0.966310218,0.028854866,-1.806705533,0.065335575
ENSMUSG00000022750,-2.818630419,1.73E-35,-1.355102626,0.097072539,-1.75974694,0.057650791
ENSMUSG00000026163,-2.817843923,0.0383,-1.356469315,0.043933925,-0.8852891,0.08779857
ENSMUSG00000040856,-2.815434531,0.00449,-0.06364947,0.091260633,1.832702304,0.068999632
ENSMUSG00000034362,-2.814426123,0.000000134,0.851051971,0.060005534,-0.845219638,0.051749473
ENSMUSG00000042745,-2.812155563,6.59E-08,0.006461102,0.099319584,-0.678062189,0.030631354
ENSMUSG00000030246,-2.810921996,6.83E-09,-1.1093099,0.092320822,0.801493132,0.04037957
ENSMUSG00000082277,-2.807007525,0.0000126,1.133349161,0.068215291,-0.190373972,0.024645741
ENSMUSG00000028785,-2.802802128,0.0163,1.910816092,0.036041988,0.381572535,0.030029454
ENSMUSG00000096544,-2.8027334,7.19E-30,-1.859825041,0.079833202,-0.603127182,0.09598014
ENSMUSG00000020205,-2.796586951,3.40E-18,0.656220699,0.00548082,0.663349968,0.003649796
ENSMUSG00000022748,-2.792744752,7.56E-32,-1.576374161,0.084159241,1.378217575,0.004077431
ENSMUSG00000036894,-2.78722427,2.33E-51,-0.14892718,0.00867092,-0.547051035,0.085419405
ENSMUSG00000020712,-2.787124512,9.28E-42,-1.685340022,0.04003921,-1.866652877,0.067944465
ENSMUSG00000030518,-2.785065095,0.0000467,0.76953645,0.002132508,1.228875258,0.006926015
ENSMUSG00000058743,-2.783729258,0.000276,1.249339835,0.047245202,-0.058485465,0.05996185
ENSMUSG00000019796,-2.78303936,7.62E-29,0.30119063,0.066181873,-1.718052176,0.01426178
ENSMUSG00000048087,-2.781970427,1.66E-30,-0.186996392,0.029043335,-1.43596332,0.095454054
ENSMUSG00000066553,-2.776921662,0.0336,1.494790009,0.089313535,-1.277063132,0.020039363
ENSMUSG00000007908,-2.775816654,1.01E-14,0.956398807,0.012198497,-1.481030278,0.037684463
ENSMUSG00000027381,-2.769774297,1.01E-55,-0.344699804,0.009938395,-1.723537327,0.038069449
